,tv,radio,social_media,sales
1267,94000.0,34158.61,5820.74,330640.84
1268,84000.0,25047.83,3111.01,295496.38
1269,21000.0,7046.41,56.05,72075.42
1270,16000.0,10327.55,1406.56,57409.85
1271,71000.0,20849.41,2469.89,253462.26
1272,27000.0,975.33,409.36,88804.02
1273,59000.0,28887.86,5388.4,207330.28
1274,22000.0,13153.37,3584.62,79697.77
1275,65000.0,21078.36,3607.06,232276.18
1276,28000.0,3306.78,2690.66,99484.25
1277,49000.0,14873.97,1638.3,174200.19
1278,61000.0,20004.47,6081.97,220106.83
1279,72000.0,24681.22,6002.45,256037.2
1280,27000.0,8158.78,1846.25,100277.11
1281,50000.0,12394.92,742.94,176928.11
1282,79000.0,33690.96,7889.35,279691.83
1283,57000.0,17731.27,1135.95,200108.05
1284,49000.0,16398.77,1569.72,171330.63
1285,20000.0,9578.54,2142.0,72311.56
1286,59000.0,8856.14,3232.47,214291.66
1287,51000.0,16745.09,1373.29,184895.01
1288,65000.0,29069.08,3380.97,234378.09
1289,54000.0,9421.72,760.33,190049.08
1290,30000.0,11265.68,144.12,102471.21
1291,47000.0,9266.87,4040.01,164638.1
1292,73000.0,22370.31,171.15,257672.78
1293,94000.0,29895.01,6500.13,333700.74
1294,10000.0,6492.42,1307.75,34046.36
1295,19000.0,2477.59,5557.08,68631.76
1296,79000.0,19576.07,4326.34,279414.44
1297,94000.0,40381.4,5408.0,331444.61
1298,65000.0,23881.51,2832.26,228577.41
1299,80000.0,33317.79,5062.06,284024.82
1300,24000.0,9255.56,3540.82,85372.72
1301,35000.0,5785.76,3368.53,127221.3
1302,27000.0,8720.24,1051.24,100641.57
1303,98000.0,34156.33,6982.95,347830.55
1304,45000.0,6134.13,2619.11,160398.15
1305,29000.0,15475.4,4828.72,106346.83
1306,100000.0,41153.81,4316.6,353617.95
1307,99000.0,28766.71,5585.1,352317.91
1308,16000.0,17756.61,4547.85,55403.69
1309,51000.0,14849.56,6545.39,181661.6
1310,66000.0,22158.56,2197.68,234328.81
1311,41000.0,12997.94,3006.7,147386.76
1312,35000.0,12146.3,1992.38,122957.78
1313,99000.0,37468.22,7194.4,349496.17
1314,15000.0,10410.32,1834.64,51786.1
1315,99000.0,29852.52,9316.56,353445.89
1316,72000.0,26939.97,2332.44,257180.46
1317,15000.0,2797.29,4838.87,48861.15
1318,13000.0,3220.67,2446.24,45231.35
1319,61000.0,17071.17,3800.92,222596.38
1320,31000.0,9170.03,1012.18,110582.5
1321,58000.0,15241.39,114.19,209148.99
1322,16000.0,7327.7,3236.22,58137.98
1323,54000.0,14058.05,1497.13,195769.42
1324,90000.0,32989.08,5114.3,321266.61
1325,12000.0,683.48,765.88,43579.12
1326,59000.0,24662.95,4291.87,209187.67
1327,17000.0,11166.75,2370.88,63487.94
1328,60000.0,23537.3,4940.35,213910.79
1329,17000.0,5114.3,260.75,61813.94
1330,25000.0,6831.11,1051.65,94288.9
1331,32000.0,4012.13,427.11,112203.54
1332,47000.0,20277.55,747.9,169887.53
1333,57000.0,20461.56,5264.91,197185.84
1334,48000.0,13689.68,3947.5,173098.44
1335,21000.0,14441.37,342.02,74216.49
1336,27000.0,9569.82,2216.6,97360.12
1337,90000.0,36551.51,9883.18,317576.62
1338,23000.0,1119.93,2024.29,84370.02
1339,18000.0,2609.4,55.43,62005.27
1340,12000.0,2433.25,2478.69,42771.25
1341,81000.0,25709.16,5579.52,290586.07
1342,60000.0,20653.64,3097.76,210892.46
1343,93000.0,29306.09,2303.33,327771.08
1344,47000.0,18855.97,2305.72,167636.71
1345,10000.0,8939.08,1008.13,34101.89
1346,55000.0,20187.01,5001.96,197671.25
1347,78000.0,37598.09,5780.04,277092.95
1348,80000.0,26987.91,3081.28,284726.28
1349,95000.0,33320.69,3488.54,340949.82
1350,51000.0,16949.75,1348.3,176006.84
1351,70000.0,24905.07,2458.07,249410.7
1352,83000.0,31838.83,3848.93,292024.71
1353,70000.0,20741.54,4512.39,243500.82
1354,92000.0,36902.54,7630.97,326229.64
1355,71000.0,17147.96,3407.46,255971.63
1356,16000.0,12547.87,2389.34,60383.58
1357,89000.0,26702.69,3575.56,315900.32
1358,61000.0,20197.29,1344.45,214740.7
1359,51000.0,20147.43,4116.82,178593.57
1360,57000.0,20717.69,2663.3,209028.95
1361,37000.0,20045.64,3793.81,132209.19
1362,16000.0,4597.25,1669.25,56075.68
1363,17000.0,6151.25,1483.99,60762.29
1364,43000.0,13995.01,845.06,152424.11
1365,36000.0,7083.96,1081.62,124133.21
1366,89000.0,23720.64,690.47,321323.02
1367,33000.0,16106.64,423.79,116489.73
1368,98000.0,34412.26,1939.97,352380.33
1369,16000.0,8303.41,2058.52,52878.85
1370,60000.0,19171.43,4820.07,211203.69
1371,40000.0,12168.97,1785.03,140914.0
1372,62000.0,16087.79,5060.16,215729.76
1373,26000.0,10813.85,2310.88,95280.65
1374,68000.0,21288.76,3213.25,239413.66
1375,85000.0,24748.37,2607.54,306420.67
1376,59000.0,16646.74,6234.79,210121.51
1377,62000.0,24931.53,5478.96,216936.53
1378,60000.0,21119.99,5703.03,209326.83
1379,77000.0,28853.81,6217.75,279765.55
1380,79000.0,30018.19,4184.2,283594.39
1381,58000.0,20504.08,3431.36,208959.21
1382,100000.0,34369.13,5773.97,358897.56
1383,80000.0,23954.63,3203.46,283781.29
1384,15000.0,9047.57,1340.01,57405.32
1385,73000.0,20746.51,1918.56,262866.19
1386,84000.0,34984.57,11260.43,301493.12
1387,41000.0,9556.85,1356.01,139905.35
1388,96000.0,29649.12,5091.72,343114.42
1389,97000.0,28724.55,6334.77,348109.65
1390,59000.0,20682.93,1912.71,209284.8
1391,60000.0,14316.12,3134.43,215455.78
1392,49000.0,17821.59,2732.13,175897.98
1393,23000.0,10212.42,104.24,83197.18
1394,76000.0,24458.54,4009.27,266413.77
1395,38000.0,8062.97,2409.35,132314.28
1396,24000.0,2353.89,1093.83,81699.58
1397,83000.0,20315.68,1682.34,298706.4
1398,53000.0,16563.33,3969.57,189932.49
1399,33000.0,8183.95,147.17,114203.93
1400,33000.0,19337.48,742.52,114036.9
1401,93000.0,31247.81,7638.07,331006.23
1402,61000.0,22697.16,6146.14,216036.48
1403,67000.0,21501.16,2810.21,236182.11
1404,49000.0,8283.16,1257.29,177443.69
1405,90000.0,20404.29,2217.79,322221.0
1406,69000.0,17027.51,3249.83,244853.25
1407,22000.0,7789.76,288.51,79850.54
1408,55000.0,20694.86,3953.57,192682.49
1409,68000.0,16674.83,1329.46,242989.89
1410,77000.0,27159.25,6883.56,275957.91
1411,70000.0,25923.97,4101.0,249048.57
1412,28000.0,17017.37,3049.29,98527.68
1413,32000.0,11955.66,3206.33,115616.93
1414,83000.0,36004.29,6299.89,295281.18
1415,39000.0,16430.39,629.93,140282.01
1416,94000.0,37633.4,3593.9,337850.07
1417,39000.0,14857.52,4283.92,142924.89
1418,48000.0,17881.46,76.06,169227.8
1419,83000.0,29048.91,1976.05,287244.69
1420,98000.0,34763.07,3207.63,347244.93
1421,73000.0,26575.64,2874.4,260183.92
1422,47000.0,13396.22,4181.49,164760.79
1423,59000.0,17213.77,3625.66,213977.66
1424,43000.0,13781.07,1250.24,150938.61
1425,66000.0,23443.6,3951.21,237762.91
1426,10000.0,6171.3,2248.7,37099.21
1427,54000.0,13817.09,2491.41,193090.12
1428,24000.0,13022.18,776.76,84819.24
1429,52000.0,20829.11,3906.48,182748.73
1430,77000.0,27599.73,5084.56,277719.46
1431,61000.0,20217.23,6875.92,216681.15
1432,88000.0,38864.35,2621.42,311114.69
1433,92000.0,30299.46,5942.15,328349.18
1434,36000.0,16530.25,2138.83,125610.16
1435,84000.0,26012.82,3027.27,303196.42
1436,94000.0,31266.99,5332.79,339190.2
1437,91000.0,36100.44,4332.06,319905.64
1438,21000.0,11110.3,1609.82,84624.06
1439,70000.0,18755.38,4499.5,256242.88
1440,84000.0,30189.98,3433.26,302092.9
1441,24000.0,10793.56,2557.92,79268.64
1442,83000.0,32790.11,10243.73,296812.24
1443,13000.0,7444.38,5103.53,44050.97
1444,21000.0,7578.23,1031.61,76599.22
1445,100000.0,31739.05,6530.42,353251.33
1446,76000.0,23595.7,4519.11,267740.28
1447,67000.0,32882.73,3497.7,241394.58
1448,73000.0,24188.01,5899.74,264221.83
1449,25000.0,12018.41,4143.64,86434.56
1450,23000.0,17777.31,3588.29,79418.89
1451,11000.0,8572.13,3802.58,40677.45
1452,36000.0,20380.98,3928.35,123425.97
1453,97000.0,38172.73,5546.78,347765.94
1454,55000.0,14157.25,3449.24,201996.1
1455,11000.0,2608.13,2573.89,42183.15
1456,46000.0,24517.57,1461.14,162782.4
1457,32000.0,3117.86,1381.99,113459.37
1458,74000.0,25116.54,5846.6,261974.8
1459,14000.0,12395.64,1908.13,58531.57
1460,64000.0,22466.17,7150.09,233015.47
1461,66000.0,22330.7,4741.69,236081.5
1462,19000.0,3562.33,1729.92,62194.23
1463,50000.0,22486.56,4686.64,170814.52
1464,47000.0,20820.16,3598.79,165785.65
1465,46000.0,19467.02,1145.52,162152.17
1466,50000.0,16681.28,1258.52,174803.98
1467,89000.0,31556.85,6639.29,316176.94
1468,97000.0,34467.96,4088.16,347589.13
1469,53000.0,5856.62,2762.13,190619.28
1470,45000.0,15442.15,1161.45,160990.81
1471,28000.0,9812.92,369.97,101438.66
1472,53000.0,24636.74,3396.34,186807.81
1473,78000.0,30782.63,4327.26,273611.31
1474,93000.0,23771.64,3688.21,334871.74
1475,100000.0,32572.75,5430.99,355329.72
1476,10000.0,4693.66,2156.24,34566.79
1477,45000.0,12900.65,843.24,164339.05
1478,65000.0,24955.57,3886.57,231365.85
1479,53000.0,19890.62,3079.47,188151.18
1480,43000.0,6898.25,646.1,154399.11
1481,28000.0,7191.05,32.59,98733.33
1482,70000.0,20912.79,4007.21,247903.7
1483,16000.0,8511.22,2605.97,56433.14
1484,80000.0,21661.32,4286.28,284979.56
1485,52000.0,14686.22,3854.73,183914.53
1486,81000.0,24532.15,5363.19,284429.7
1487,79000.0,29274.54,1791.24,278783.04
1488,96000.0,27982.83,3500.55,348437.74
1489,40000.0,19946.95,4409.94,144876.59
1490,69000.0,27082.77,3996.89,243807.8
1491,13000.0,1067.3,825.31,45406.62
1492,14000.0,3047.95,998.48,46487.88
1493,70000.0,22027.97,5556.1,247972.59
1494,67000.0,18276.04,2348.79,237759.58
1495,30000.0,22466.89,4616.53,104444.67
1496,56000.0,16762.14,5648.0,196437.92
1497,50000.0,24058.32,4741.1,173284.26
1498,45000.0,13485.33,5942.78,157881.48
1499,96000.0,31032.18,2172.38,339210.39
1500,82000.0,26532.77,4872.16,295933.35
1501,19000.0,13685.2,2216.93,61633.07
1502,33000.0,16588.69,2016.1,121086.35
1503,76000.0,28313.42,5173.77,266327.87
1504,67000.0,13830.78,2900.03,236306.85
1505,11000.0,4952.0,7309.02,40141.05
1506,55000.0,10297.24,1365.03,188667.48
1507,89000.0,32280.81,4606.43,311433.55
1508,66000.0,30511.05,2625.73,232994.85
1509,22000.0,1551.59,486.13,80973.46
1510,88000.0,26712.16,5834.04,308059.85
1511,63000.0,18071.61,4009.6,222395.17
1512,89000.0,18426.31,3158.67,316314.86
1513,98000.0,32985.29,3891.73,351053.58
1514,47000.0,7903.49,1551.58,173589.61
1515,43000.0,12116.27,4173.0,152048.35
1516,61000.0,24685.51,5222.38,218986.08
1517,51000.0,30893.21,7389.87,175989.03
1518,93000.0,32538.46,5331.9,333932.42
1519,37000.0,16500.01,3138.41,130758.89
1520,21000.0,7771.73,2075.97,73395.8
1521,42000.0,8922.97,2254.83,143856.23
1522,88000.0,20724.82,4321.57,314829.54
1523,59000.0,25196.4,3404.12,209364.53
1524,35000.0,7868.48,67.32,121813.87
1525,72000.0,22665.67,5289.22,257115.88
1526,47000.0,22381.67,2322.28,166060.31
1527,80000.0,32200.84,5583.02,282617.84
1528,26000.0,4545.11,2852.4,93015.39
1529,51000.0,16573.49,928.13,189920.3
1530,90000.0,14395.99,895.65,323134.74
1531,78000.0,28117.06,4280.69,278762.03
1532,70000.0,19833.5,2169.13,247592.14
1533,77000.0,21523.22,3905.08,273467.67
1534,85000.0,32165.06,5313.5,299831.78
1535,50000.0,29055.58,6136.7,177323.89
1536,11000.0,10032.6,684.49,38695.56
1537,73000.0,23166.29,4273.92,257668.11
1538,26000.0,13891.9,2393.6,90677.92
1539,72000.0,25654.29,6396.46,250666.94
1540,66000.0,25806.16,5848.91,236031.31
1541,70000.0,14414.62,1874.67,249998.5
1542,79000.0,28544.48,4952.88,277361.87
1543,76000.0,27796.46,3915.79,270355.1
1544,21000.0,13850.32,2900.44,73830.87
1545,49000.0,10811.67,3056.31,174514.23
1546,90000.0,32756.42,1581.85,321747.88
1547,15000.0,8240.9,4207.68,54813.34
1548,27000.0,11584.24,2547.68,95491.15
1549,24000.0,6688.83,1043.34,83990.1
1550,28000.0,5930.54,861.04,103162.83
1551,75000.0,22719.08,3566.56,265794.89
1552,58000.0,15690.87,3143.85,204406.34
1553,18000.0,10752.29,1832.89,59793.4
1554,25000.0,5717.31,126.47,91032.15
1555,43000.0,17269.24,2668.72,156493.12
1556,41000.0,15399.31,1168.4,150258.85
1557,61000.0,11512.53,2793.35,220165.07
1558,11000.0,3781.89,1888.2,41637.5
1559,46000.0,15734.25,3670.68,160467.58
1560,42000.0,11956.27,1748.79,148922.0
1561,77000.0,21620.8,3571.58,271547.4
1562,78000.0,15734.87,509.43,281906.86
1563,32000.0,7801.08,1758.76,113398.94
1564,75000.0,25263.25,2504.47,267236.0
1565,22000.0,10906.59,283.13,80509.89
1566,79000.0,28862.86,1487.85,283111.55
1567,49000.0,7870.96,4867.66,176128.25
1568,66000.0,22465.43,283.37,236171.91
1569,47000.0,9721.11,881.84,167977.03
1570,96000.0,38090.39,4942.82,345780.68
1571,42000.0,16050.77,1614.35,147555.42
1572,33000.0,12522.23,56.34,119023.38
1573,40000.0,13194.01,3892.13,139938.13
1574,69000.0,21858.79,3273.59,246761.45
1575,50000.0,18939.68,2457.4,176972.91
1576,17000.0,10328.93,224.9,63358.31
1577,39000.0,14378.71,2671.23,138751.83
1578,34000.0,18845.27,6501.07,123002.49
1579,23000.0,15985.58,6713.2,82145.74
1580,68000.0,19896.09,3691.37,243568.15
1581,68000.0,29499.96,3520.46,242827.86
1582,49000.0,21109.4,4247.45,171189.16
1583,30000.0,10553.03,818.14,105299.27
1584,29000.0,4952.17,15.18,104902.37
1585,43000.0,16400.9,5537.22,151149.46
1586,92000.0,33306.26,5365.26,332139.48
1587,87000.0,22972.22,569.87,306445.53
1588,74000.0,19753.74,4996.98,257863.33
1589,83000.0,29627.79,4967.05,296540.49
1590,18000.0,12963.12,910.27,66708.87
1591,40000.0,18448.27,2240.24,141614.42
1592,47000.0,17605.87,2785.14,163352.67
1593,100000.0,35083.2,6750.89,353128.71
1594,22000.0,12205.77,209.63,82873.5
1595,22000.0,4631.88,1714.05,78109.14
1596,97000.0,32814.99,6469.14,347146.01
1597,59000.0,18736.94,4166.43,210688.64
1598,34000.0,6288.52,784.94,118717.56
1599,78000.0,27180.68,3462.78,276014.03
1600,44000.0,13791.94,4325.96,155787.44
1601,20000.0,12912.76,141.23,66201.89
1602,22000.0,8539.96,1726.21,81243.94
1603,56000.0,12414.64,671.22,196594.51
1604,81000.0,32462.76,7394.59,282471.47
1605,34000.0,14419.91,3449.97,119967.55
1606,25000.0,1439.4,476.6,90931.93
1607,95000.0,30798.11,4432.04,338149.55
1608,57000.0,11270.78,489.08,202364.3
1609,99000.0,30331.18,6874.9,349063.23
1610,78000.0,26718.15,3363.13,279229.2
1611,42000.0,3554.83,175.41,147774.83
1612,16000.0,14116.05,2421.05,56110.37
1613,77000.0,26859.28,4954.59,274572.01
1614,24000.0,12909.03,4127.05,84230.63
1615,28000.0,6029.83,4226.55,95392.93
1616,34000.0,16548.98,2507.6,118125.74
1617,10000.0,3795.39,87.05,33775.79
1618,84000.0,21846.51,1464.67,303300.98
1619,25000.0,10148.84,4178.69,90826.26
1620,71000.0,9960.78,563.44,255847.94
1621,13000.0,7548.72,881.17,46007.75
1622,26000.0,11430.92,1637.09,91221.24
1623,96000.0,27051.58,2847.94,339687.96
1624,16000.0,2181.14,316.36,56189.92
1625,59000.0,18350.68,1831.14,214269.12
1626,37000.0,18373.5,4085.72,136209.06
1627,12000.0,1578.92,4637.68,41700.68
1628,86000.0,40557.2,3490.64,307832.23
1629,68000.0,18751.19,4596.95,245237.77
1630,89000.0,25725.22,2967.4,317003.3
1631,16000.0,364.45,471.87,56768.94
1632,52000.0,18227.75,1464.24,184405.22
1633,21000.0,12140.48,2424.12,75128.91
1634,80000.0,21659.22,185.14,283853.9
1635,93000.0,33446.12,6737.93,330768.32
1636,36000.0,11743.23,1380.87,130105.23
1637,96000.0,32576.33,4849.64,343006.54
1638,73000.0,19183.75,3345.83,262281.29
1639,80000.0,26508.57,441.11,284935.47
1640,68000.0,17305.22,3579.89,241325.35
1641,87000.0,26286.86,1777.65,307390.1
1642,66000.0,20438.3,2097.02,236158.71
1643,64000.0,22236.88,5397.88,225082.7
1644,94000.0,27442.77,2375.62,336004.9
1645,84000.0,34759.86,7786.33,301566.46
1646,61000.0,19813.27,733.18,217339.95
1647,69000.0,16140.52,3698.54,246409.2
1648,94000.0,27639.23,3796.99,336904.72
1649,42000.0,13766.52,1667.91,149334.2
1650,32000.0,8307.83,3835.01,112929.84
1651,18000.0,24484.26,5258.96,64917.13
1652,96000.0,33246.53,3953.01,343302.67
1653,89000.0,20869.81,7882.76,311545.88
1654,53000.0,21222.23,3976.83,186613.25
1655,62000.0,13683.65,2722.71,223622.44
1656,85000.0,32114.78,6307.49,304555.92
1657,100000.0,29610.9,4297.27,355411.33
1658,28000.0,13441.88,5166.03,101213.19
1659,50000.0,22295.54,2821.39,176294.09
1660,26000.0,10270.52,1711.64,96788.64
1661,40000.0,5283.8,56.52,137119.11
1662,22000.0,11868.61,222.56,78822.72
1663,39000.0,21752.34,6362.99,139528.95
1664,97000.0,39727.2,5700.07,345400.24
1665,15000.0,11653.46,419.26,57627.22
1666,42000.0,6574.75,1906.42,146444.49
1667,60000.0,29914.67,7566.09,213232.03
1668,39000.0,16880.6,4300.45,134581.99
1669,59000.0,21732.27,1164.41,213546.22
1670,13000.0,1785.75,1150.82,44242.12
1671,85000.0,26312.63,3527.46,301290.59
1672,93000.0,14971.53,4950.84,330152.38
1673,39000.0,19772.58,1932.4,133883.0
1674,24000.0,15578.23,613.99,78674.77
1675,40000.0,6840.43,2211.28,141114.89
1676,94000.0,30740.82,1325.99,335527.95
1677,29000.0,8594.47,6259.99,105273.3
1678,75000.0,23215.83,2823.4,267108.2
1679,85000.0,30885.93,2762.63,297121.01
1680,51000.0,15570.83,4419.48,181365.91
1681,37000.0,16228.96,1856.52,136573.13
1682,18000.0,10611.28,2088.64,64967.4
1683,13000.0,1132.16,2182.92,44563.31
1684,90000.0,29891.63,7445.37,316022.71
1685,38000.0,10628.08,4223.89,136930.0
1686,89000.0,31344.57,5531.73,313838.46
1687,26000.0,4561.39,1791.09,90850.86
1688,92000.0,31098.59,5451.93,328209.16
1689,60000.0,19563.82,3911.59,213841.87
1690,67000.0,15843.88,274.85,242932.24
1691,91000.0,29302.89,2054.14,324202.6
1692,15000.0,3367.65,817.35,52829.0
1693,82000.0,27947.78,2390.36,293580.97
1694,51000.0,12962.22,1307.51,182028.79
1695,53000.0,24255.94,3567.09,188784.95
1696,47000.0,11503.18,2519.34,162315.61
1697,34000.0,10924.82,2761.08,120448.08
1698,70000.0,27825.06,7517.23,251837.38
1699,85000.0,22070.46,558.26,302918.99
1700,53000.0,15786.35,1018.86,193023.92
1701,57000.0,16932.77,570.01,205320.97
1702,93000.0,27054.47,5748.86,328674.0
1703,52000.0,19521.4,5296.02,188037.47
1704,92000.0,30330.52,6592.4,329550.65
1705,25000.0,10332.2,1864.73,85801.46
1706,83000.0,23744.03,3853.4,298184.3
1707,12000.0,8674.41,2760.25,42188.48
1708,58000.0,19312.66,7152.38,205850.16
1709,84000.0,25521.12,6982.2,303941.79
1710,49000.0,11185.66,1117.54,174947.98
1711,17000.0,5915.59,3679.59,57354.29
1712,58000.0,14391.78,1226.27,207695.57
1713,46000.0,12804.59,403.18,162916.83
1714,49000.0,14016.64,804.73,178601.66
1715,86000.0,24117.31,7885.15,297417.98
1716,82000.0,31272.16,7156.2,292800.01
1717,46000.0,16336.81,2608.25,164119.85
1718,43000.0,15188.57,760.14,153603.41
1719,45000.0,19521.13,5018.55,159639.58
1720,39000.0,9711.79,4085.5,136261.7
1721,46000.0,18289.17,3367.69,162761.07
1722,19000.0,11300.06,1951.96,66929.74
1723,61000.0,20731.15,2600.84,219276.27
1724,87000.0,28939.84,4558.25,309115.98
1725,93000.0,29241.09,3030.02,328545.07
1726,100000.0,33151.81,5473.67,352031.65
1727,79000.0,24182.64,8113.0,282006.86
1728,60000.0,19075.9,28.58,215863.02
1729,84000.0,29138.07,4477.79,294836.51
1730,58000.0,13868.84,415.37,208214.19
1731,58000.0,21035.64,2676.06,201130.63
1732,77000.0,24143.23,6439.21,272136.96
1733,22000.0,2143.68,2392.67,75447.4
1734,95000.0,30898.25,4795.85,340178.77
1735,55000.0,13813.63,3245.54,193841.08
1736,40000.0,8398.91,1465.69,146062.48
1737,28000.0,12140.13,5189.19,105175.76
1738,50000.0,16216.66,4527.34,176198.37
1739,30000.0,559.36,865.26,104014.13
1740,22000.0,12654.18,1185.98,78517.37
1741,60000.0,15654.26,1535.04,213047.02
1742,77000.0,27556.09,7176.76,274111.19
1743,12000.0,13938.27,411.81,43626.27
1744,30000.0,4448.54,1895.34,102968.9
1745,79000.0,23627.7,4313.29,283239.28
1746,15000.0,3618.89,424.48,57132.09
1747,94000.0,28346.33,2769.19,341096.15
1748,46000.0,14192.76,5080.54,166853.2
1749,34000.0,5781.91,2625.23,123685.49
1750,74000.0,16855.25,4161.09,266490.54
1751,92000.0,26814.05,4200.58,324161.38
1752,30000.0,8232.99,635.69,106064.6
1753,88000.0,21332.99,8327.31,318417.59
1754,91000.0,17881.86,4934.91,327386.93
1755,83000.0,19350.93,759.75,295168.43
1756,34000.0,4450.95,4797.78,123589.12
1757,41000.0,17410.68,3407.15,146081.46
1758,15000.0,1768.19,2568.93,58273.58
1759,78000.0,36402.42,5322.76,277707.3
1760,63000.0,25081.5,2684.25,221809.87
1761,75000.0,27377.91,6011.35,261807.77
1762,48000.0,20834.12,539.19,171739.09
1763,94000.0,30876.15,7201.35,336746.54
1764,39000.0,8027.42,3780.1,141087.08
1765,13000.0,9434.36,1803.38,49117.66
1766,42000.0,15504.43,2861.96,145797.66
1767,71000.0,18513.56,825.06,250940.44
1768,36000.0,14412.88,3113.93,129825.38
1769,64000.0,18920.71,3248.47,230401.85
1770,99000.0,34192.93,7824.97,357105.09
1771,95000.0,39361.42,6182.3,342778.79
1772,17000.0,43.08,1299.32,64981.06
1773,20000.0,11338.19,0.03,67666.81
1774,80000.0,29336.68,3456.43,288178.06
1775,46000.0,18995.09,962.85,164332.05
1776,75000.0,20142.18,5763.51,265232.73
1777,15000.0,3089.35,2609.82,61443.85
1778,63000.0,14438.96,2954.98,220228.01
1779,20000.0,12618.78,1600.79,74827.79
1780,68000.0,28701.34,3706.08,242135.92
1781,74000.0,22449.69,305.11,263346.64
1782,11000.0,5515.06,767.89,36305.5
1783,35000.0,7227.37,1144.93,122125.67
1784,52000.0,19400.8,5766.92,189981.89
1785,25000.0,9973.96,673.03,87251.69
1786,74000.0,21196.24,2288.93,265219.8
1787,11000.0,460.92,258.23,38216.4
1788,99000.0,36736.07,7608.35,347754.68
1789,11000.0,5561.59,3530.21,39992.09
1790,34000.0,7768.53,826.27,122815.76
1791,48000.0,10822.89,1350.74,162161.59
1792,82000.0,35052.9,5145.98,291239.68
1793,59000.0,13851.8,2552.07,210586.52
1794,23000.0,2032.87,1433.14,85892.62
1795,14000.0,148.68,2597.69,50648.76
1796,62000.0,14949.79,274.45,222741.67
1797,80000.0,32535.84,4742.0,281744.65
1798,87000.0,31071.23,4894.24,309660.92
1799,16000.0,1871.6,1877.71,56321.64
1800,16000.0,451.24,3539.79,56016.9
1801,96000.0,37662.7,6313.93,340149.64
1802,85000.0,36169.09,7523.61,309666.26
1803,11000.0,6838.04,2464.86,41409.7
1804,64000.0,20504.57,4530.97,233630.38
1805,59000.0,31000.63,2464.13,214238.91
1806,94000.0,27852.49,8473.49,339585.29
1807,62000.0,22216.47,3545.5,217508.51
1808,53000.0,13634.58,3339.47,186279.37
1809,19000.0,5455.55,1025.9,62910.34
1810,91000.0,26628.62,4539.2,325281.98
1811,40000.0,17891.66,4098.49,143452.24
1812,71000.0,21469.99,3220.82,251221.7
1813,28000.0,5552.36,1016.9,100577.66
1814,55000.0,16864.95,4255.42,194398.8
1815,32000.0,10015.16,2074.41,111980.28
1816,77000.0,18308.62,2517.85,275529.78
1817,48000.0,12336.62,1217.33,166731.08
1818,56000.0,24405.54,6450.37,197084.0
1819,81000.0,26099.19,4351.76,289036.48
1820,40000.0,12034.96,1471.28,139441.96
1821,59000.0,19702.11,3903.54,207092.49
1822,23000.0,2503.61,1223.21,81689.35
1823,16000.0,2733.79,51.44,56592.7
1824,40000.0,8210.58,545.07,142494.86
1825,27000.0,14017.35,2473.26,94041.05
1826,21000.0,10575.93,1063.32,73192.79
1827,41000.0,13926.55,2157.72,148114.13
1828,63000.0,23237.05,5816.14,224507.51
1829,21000.0,220.84,2792.11,74899.74
1830,52000.0,13430.02,2656.33,184464.79
1831,18000.0,7759.49,1463.72,66349.39
1832,81000.0,35906.97,5440.59,291313.32
1833,14000.0,4972.63,4905.05,52752.86
1834,73000.0,34270.33,8062.58,262588.19
1835,34000.0,14886.77,899.13,116327.3
1836,96000.0,32948.45,7862.94,338790.63
1837,75000.0,20712.23,3740.16,264635.87
1838,70000.0,20270.99,3989.55,256974.33
1839,77000.0,25669.88,2140.57,273284.27
1840,74000.0,15463.35,2480.59,263041.02
1841,31000.0,11092.3,1840.26,111315.66
1842,12000.0,6674.85,1986.07,41563.42
1843,32000.0,10277.84,773.33,116769.99
1844,78000.0,27933.58,5902.6,276098.8
1845,86000.0,26403.7,3431.08,310158.42
1846,86000.0,33250.05,10063.75,304428.49
1847,68000.0,32645.13,3405.06,242521.94
1848,29000.0,10414.05,3798.21,99423.72
1849,41000.0,6032.83,6145.54,146562.09
1850,83000.0,27987.92,6066.84,292563.17
1851,28000.0,10051.91,3716.74,97243.64
1852,32000.0,13713.76,826.28,109927.86
1853,29000.0,6059.63,2206.64,106074.55
1854,77000.0,25697.36,4354.45,273672.11
1855,85000.0,33881.51,5708.52,303660.32
1856,35000.0,19975.02,3222.88,121528.86
1857,40000.0,7340.0,3690.52,140528.21
1858,52000.0,20712.45,1629.66,183016.41
1859,89000.0,13600.07,16.12,321078.68
1860,24000.0,9748.09,409.9,85237.91
1861,67000.0,33622.09,6804.49,240351.85
1862,100000.0,45082.92,4511.63,352657.7
1863,83000.0,26870.88,3440.19,296705.13
1864,28000.0,21107.89,3196.67,100328.51
1865,94000.0,28655.12,7869.19,337397.98
1866,17000.0,7002.81,236.66,64248.94
1867,19000.0,11411.22,1302.07,66219.7
1868,89000.0,28026.12,3152.45,314886.26
1869,91000.0,33660.42,7639.6,321265.74
1870,37000.0,13637.93,3061.27,131017.81
1871,84000.0,32981.98,8476.18,306243.1
1872,22000.0,2361.07,3343.8,83042.91
1873,71000.0,26987.14,842.8,252120.21
1874,77000.0,30775.45,3668.13,273416.08
1875,76000.0,34279.23,7940.11,266942.19
1876,19000.0,11432.06,3113.77,63006.13
1877,89000.0,38203.58,6574.38,316573.48
1878,100000.0,42832.65,3965.11,354869.55
